Country,Year,Region,GDP_per_capita,Education_Expenditure,Primary_Enrollment,Secondary_Enrollment,Tertiary_Enrollment,Literacy_Rate,Avg_Years_Schooling,Internet_Access,Pupil_Teacher_Ratio,Gender_Parity_Index,Unemployment_Rate,Government_Policy_Score,GDP_per_capita_log,Cluster
Russia,2023,Europe,21351.48,4.82,89.0,78.0,38.8,90.8,9.2,44.8,23.3,0.87,11.4,5.5,9.968876337097283,1
Australia,2023,Oceania,16964.23,5.34,98.0,60.9,47.4,88.0,8.2,45.0,18.3,0.87,12.2,9.0,9.738862288625654,1
Canada,2020,North America,18613.6,4.16,94.0,82.6,61.4,79.3,7.3,91.0,11.1,0.9,6.3,2.9,9.831647775313083,1
Russia,2024,Europe,23897.19,5.79,92.1,87.8,56.7,83.9,8.6,100.0,23.6,1.03,11.1,6.6,10.081516157785572,1
Germany,2016,Europe,10955.04,4.62,100.0,55.1,30.7,98.8,8.5,90.9,27.1,0.99,5.3,5.4,9.301554903323677,2
Egypt,2020,Africa,25316.92,7.31,95.6,68.9,36.8,87.4,7.0,61.6,26.6,0.82,9.5,8.7,10.139228225889022,2
Brazil,2024,South America,10515.54,7.04,91.5,79.4,30.4,81.9,8.3,74.0,24.2,0.99,2.9,6.8,9.260609442025014,2
Canada,2024,North America,18376.11,4.17,100.0,59.4,5.0,77.7,10.9,38.9,15.1,1.1,8.4,6.8,9.818806730419803,1
France,2020,Europe,21251.43,3.86,93.1,83.1,14.8,63.6,8.6,78.6,21.3,1.09,1.0,6.6,9.964179466206062,1
Australia,2016,Oceania,20230.92,2.47,99.3,73.9,81.1,63.2,12.2,52.1,11.9,0.95,7.8,8.1,9.914967406142079,1
United States,2016,North America,28775.71,6.63,90.2,86.3,40.9,78.5,9.1,45.8,20.2,0.93,3.9,7.0,10.267286907482031,2
Nigeria,2018,Africa,9029.84,4.22,100.0,72.4,30.5,91.6,9.2,61.7,10.0,1.0,1.5,3.6,9.10828992753866,2
Turkey,2023,Europe,4317.42,2.94,92.3,70.1,45.0,87.2,5.7,61.7,21.6,0.97,6.8,6.4,8.370413280607705,0
Russia,2024,Europe,21116.8,2.14,93.8,90.1,56.2,93.5,10.6,93.1,29.6,0.99,4.1,5.5,9.957824211189102,2
Argentina,2018,South America,39773.56,2.15,92.6,60.9,36.9,73.0,9.3,21.0,23.1,1.12,5.8,5.7,10.590957648905114,2
Mexico,2020,North America,13692.74,4.77,94.8,82.7,53.5,76.9,8.9,78.0,12.9,0.8,7.7,7.0,9.524621044347976,1
France,2022,Europe,9221.6,3.63,91.2,66.3,45.4,73.2,9.0,41.9,12.7,1.09,5.4,6.4,9.129303837286804,1
Argentina,2023,South America,2935.39,3.39,98.8,100.0,5.4,83.0,10.3,47.7,24.2,0.91,7.5,5.0,7.984595602480555,0
China,2020,East Asia,24755.45,3.49,93.2,84.5,19.6,85.7,5.9,38.2,21.9,0.9,5.4,7.0,10.116800945776133,2
United States,2022,North America,10366.51,5.73,96.1,79.4,53.6,88.2,12.6,78.2,17.4,1.13,7.8,5.2,9.246335696844827,0
India,2019,South Asia,17227.09,6.17,97.3,93.2,51.3,90.2,7.4,56.4,20.4,1.07,8.9,6.3,9.754238423789836,2
Australia,2016,Oceania,15962.8,5.58,90.7,92.0,5.0,99.6,9.4,80.1,21.8,1.03,8.7,7.6,9.67801629421274,2
India,2017,South Asia,12369.35,6.05,89.6,74.9,47.5,95.0,10.4,52.1,24.5,0.93,12.3,5.8,9.422976917522492,0
South Korea,2019,East Asia,2682.99,2.71,95.2,76.4,64.5,74.6,9.6,38.8,17.5,1.17,3.6,7.2,7.894687123247601,1
Japan,2022,East Asia,18143.26,4.46,97.6,63.4,59.8,100.0,9.6,100.0,18.0,1.04,11.3,5.1,9.806054420863303,0
South Africa,2023,Africa,-7052.39,2.08,100.0,69.7,32.2,73.9,11.4,44.4,17.5,1.03,3.8,5.6,,0
Indonesia,2020,Southeast Asia,26217.68,5.14,95.7,77.1,29.2,100.0,7.9,64.2,20.6,1.1,10.3,5.9,10.174189271328169,2
Indonesia,2016,Southeast Asia,17325.33,4.99,83.6,59.1,25.9,79.4,7.1,75.0,20.0,0.98,3.2,5.9,9.759924871495748,2
Mexico,2022,North America,-6013.48,4.26,95.3,77.4,11.5,87.2,7.4,43.8,23.6,1.2,7.2,4.4,,0
Japan,2016,East Asia,16509.36,5.91,98.1,100.0,24.3,87.5,12.6,89.7,10.2,1.0,11.5,10.0,9.711682771777594,1
Kenya,2015,Africa,9630.37,3.95,90.0,97.2,45.9,76.5,9.1,66.2,22.7,0.91,5.2,2.7,9.17267692565325,1
India,2015,South Asia,23318.1,3.99,97.3,89.2,38.3,83.9,9.9,61.3,26.2,1.03,5.4,8.1,10.056985162016504,2
Japan,2016,East Asia,24843.87,2.49,100.0,78.6,39.2,95.1,8.4,79.1,18.1,0.85,4.0,7.1,10.120366321013757,2
Brazil,2018,South America,7436.25,6.92,100.0,88.3,36.9,87.6,7.1,79.9,21.9,1.06,12.1,4.8,8.914121968502116,0
Turkey,2017,Europe,13990.87,4.99,90.3,73.1,42.4,81.7,12.1,29.8,25.6,1.07,5.3,4.2,9.546160253002604,2
Russia,2017,Europe,-1642.26,3.31,100.0,74.4,52.4,78.8,10.9,45.7,15.2,0.99,5.0,2.9,,0
Japan,2023,East Asia,13541.48,4.66,100.0,84.4,53.3,92.2,10.2,35.4,20.7,1.06,11.4,7.4,9.513512846253535,0
Australia,2022,Oceania,24923.07,2.95,93.4,79.3,52.4,83.5,9.3,73.7,14.4,1.16,4.4,2.2,10.123549159535113,2
Egypt,2021,Africa,4080.54,7.05,97.9,82.5,35.6,83.5,6.4,14.8,21.0,1.13,8.0,7.2,8.313984611581507,0
Brazil,2017,South America,27669.74,4.99,94.4,66.8,65.3,90.3,7.6,36.6,26.3,0.9,12.6,0.5,10.228094676278566,1
Australia,2021,Oceania,26380.76,5.23,95.6,73.2,63.4,92.1,7.7,25.6,20.9,1.0,2.4,5.9,10.180390235560635,2
United States,2024,North America,10408.52,4.51,98.6,89.9,48.6,77.8,10.2,61.3,13.3,1.04,12.6,6.1,9.250379980512328,1
South Africa,2022,Africa,-8753.46,4.55,88.9,83.6,42.9,83.3,8.8,55.8,20.0,0.92,2.8,8.3,,0
Argentina,2021,South America,11916.79,4.75,96.4,78.2,17.4,68.2,8.3,67.9,16.4,0.96,13.4,2.3,9.385703609050836,1
France,2015,Europe,8959.73,7.34,94.8,67.9,52.5,85.6,8.8,63.8,16.7,0.9,6.7,4.0,9.10049537158637,0
South Africa,2018,Africa,4085.55,5.03,99.3,86.3,28.9,90.0,10.5,66.6,17.6,0.9,8.5,2.6,8.315211637153986,0
Nigeria,2016,Africa,1857.28,2.0,88.3,66.2,51.5,91.9,8.4,74.6,24.4,0.98,2.8,5.6,7.526868330815714,0
Argentina,2016,South America,14216.86,2.65,96.8,77.8,41.7,87.8,11.0,56.4,21.0,0.96,5.2,8.7,9.562183863221383,2
Russia,2017,Europe,-1350.15,5.82,91.9,67.5,38.9,70.1,7.9,43.0,18.9,0.92,11.8,9.6,,1
South Korea,2020,East Asia,-1175.95,5.32,99.3,80.4,25.1,82.6,8.0,51.6,14.0,0.99,2.5,5.6,,0
South Africa,2022,Africa,-5988.65,4.81,91.6,77.9,51.2,100.0,4.4,43.3,18.5,1.05,2.0,4.0,,0
India,2019,South Asia,16042.86,4.63,96.9,79.4,40.1,86.9,9.6,73.3,10.0,1.15,1.0,3.8,9.683019169765595,2
Indonesia,2023,Southeast Asia,13185.91,5.51,80.0,74.7,46.9,94.9,8.1,54.0,16.9,0.96,3.9,4.2,9.48690411422905,2
Japan,2024,East Asia,18475.02,4.7,97.5,77.1,45.6,93.8,6.0,42.9,18.8,1.0,5.0,7.8,9.824174828359794,2
France,2024,Europe,30839.59,4.78,95.4,83.5,7.0,85.3,11.5,47.1,13.9,0.98,6.8,4.2,10.336554533166067,2
France,2024,Europe,31769.29,3.78,89.2,74.1,48.6,85.2,10.5,42.6,27.4,1.06,10.1,6.7,10.366255378886676,2
India,2020,South Asia,21599.07,3.19,92.5,88.5,58.4,73.5,10.0,51.4,16.5,1.03,10.4,6.9,9.980405537189784,1
South Korea,2022,East Asia,12443.9,5.27,93.2,79.1,55.9,64.2,11.1,29.2,26.1,0.94,3.3,7.4,9.428985821983954,1
Saudi Arabia,2017,Middle East,17913.36,3.0,88.7,73.1,16.9,74.4,9.7,40.7,22.1,1.15,6.6,6.3,9.793302082149316,1
Kenya,2024,Africa,20144.77,2.72,100.0,85.7,47.8,97.9,10.1,48.3,25.5,1.11,10.3,6.1,9.910699980335153,2
Argentina,2016,South America,9270.44,4.79,99.7,85.2,28.6,88.2,6.9,79.7,16.1,1.08,3.6,8.1,9.134586122374145,2
China,2020,East Asia,17574.68,3.33,98.5,69.1,46.2,82.3,6.1,40.4,17.8,1.14,9.7,9.2,9.774214508831738,1
India,2018,South Asia,28229.08,3.7,94.1,70.9,24.9,66.6,9.5,34.3,19.8,1.2,5.5,6.4,10.248107931272633,1
Kenya,2016,Africa,11253.19,4.92,96.5,71.4,31.5,75.4,11.2,25.2,24.9,0.86,9.9,5.3,9.328406922993842,1
Brazil,2020,South America,5145.05,5.37,99.6,70.6,45.8,62.1,6.9,85.8,18.9,0.81,4.9,4.2,8.545790366393913,1
China,2023,East Asia,13672.31,3.94,95.9,74.3,55.4,89.2,10.4,83.3,18.1,0.87,10.6,6.3,9.523127898616782,0
France,2021,Europe,16114.81,3.55,91.9,83.5,49.8,92.8,11.1,71.4,20.7,0.98,10.6,5.3,9.687494003922508,0
Saudi Arabia,2017,Middle East,17959.83,3.29,91.7,72.6,22.9,93.0,6.8,62.0,20.7,0.82,5.7,6.5,9.795892876332552,2
Argentina,2021,South America,18429.82,4.19,98.4,73.9,35.2,87.5,11.4,46.5,17.6,0.93,6.0,8.9,9.821725283931421,2
Australia,2017,Oceania,19581.8,2.8,92.0,78.7,21.4,77.7,12.2,47.7,24.8,1.13,4.8,4.2,9.882355842400516,2
Indonesia,2023,Southeast Asia,12790.94,2.87,95.6,72.9,40.4,99.0,11.1,69.8,10.2,1.04,12.2,0.0,9.456492386790174,0
Brazil,2023,South America,20515.06,4.26,90.8,83.0,60.6,92.8,8.8,41.1,20.7,1.09,5.8,5.4,9.928914529561261,2
Brazil,2022,South America,37576.0,6.12,100.0,60.4,24.4,85.7,7.5,92.0,27.1,0.95,12.4,6.0,10.53412082770683,1
Kenya,2017,Africa,24715.12,4.72,97.9,89.0,54.2,90.1,9.2,70.3,15.9,1.02,3.7,2.4,10.115170481080273,2
Brazil,2020,South America,15403.41,6.39,99.6,74.2,61.2,79.3,5.7,16.4,14.1,1.08,5.1,6.9,9.642344192461461,2
Mexico,2024,North America,28170.27,2.85,97.4,80.4,22.1,98.5,8.9,52.3,30.6,1.05,9.8,8.7,10.246022445489022,2
Canada,2020,North America,9796.21,6.37,92.5,69.6,30.9,78.8,11.1,65.3,17.5,1.07,6.2,5.3,9.189750855163638,1
United States,2022,North America,15389.47,5.2,96.9,71.4,47.7,82.8,8.2,30.6,24.9,1.0,7.6,8.1,9.641438788293206,1
China,2018,East Asia,11180.75,2.44,95.3,78.1,31.1,99.7,4.5,82.4,24.0,1.05,1.0,8.6,9.321948828537765,2
France,2023,Europe,6788.53,3.74,94.1,79.1,44.6,93.9,11.1,65.1,22.1,0.89,4.7,7.8,8.82298970226899,0
Turkey,2022,Europe,21697.68,5.59,92.4,84.1,17.6,95.8,9.0,93.7,12.4,1.18,5.9,5.2,9.984960621370613,2
Australia,2022,Oceania,16558.71,3.45,94.6,67.6,24.5,89.9,7.7,44.6,13.1,0.95,10.9,4.3,9.714667526354276,0
Australia,2022,Oceania,9146.93,4.79,93.1,97.3,32.6,88.4,11.4,78.5,21.2,0.98,13.1,5.8,9.121173582844749,0
Indonesia,2017,Southeast Asia,11466.48,3.53,86.4,83.2,5.0,84.9,9.1,100.0,10.8,0.91,6.6,5.6,9.347183275491107,0
Germany,2024,Europe,10603.64,4.38,88.7,78.6,5.0,84.7,8.3,80.3,28.8,0.97,11.2,5.4,9.268952617379584,1
United States,2018,North America,7270.99,7.12,97.6,75.0,45.3,87.7,9.4,33.5,18.6,1.06,6.6,7.8,8.89164773732247,0
Kenya,2015,Africa,7069.24,3.18,88.4,73.4,27.1,88.4,8.1,47.7,25.3,1.01,4.9,6.0,8.863508256648528,0
Nigeria,2018,Africa,15031.29,4.94,98.0,67.5,50.4,100.0,7.9,36.4,20.9,1.09,6.7,3.9,9.617889307407292,2
Russia,2019,Europe,14131.33,5.4,93.0,81.1,52.5,87.4,9.4,76.6,15.7,0.9,6.2,5.0,9.556149597222108,2
Brazil,2022,South America,8573.26,7.25,100.0,71.5,36.4,83.1,11.7,86.1,11.1,1.05,3.1,9.5,9.05640333599212,2
Argentina,2022,South America,18521.98,3.26,93.8,72.1,42.9,95.4,7.2,96.8,28.0,0.91,7.2,9.4,9.826713413932634,2
Russia,2023,Europe,24863.35,3.99,99.1,100.0,36.6,78.7,9.8,64.9,17.4,1.04,3.2,4.7,10.121150110612017,2
India,2024,South Asia,21065.96,2.0,99.5,54.9,9.0,80.0,10.1,86.5,20.3,0.98,8.7,4.3,9.955413746600419,1
India,2019,South Asia,16115.32,2.7,95.4,73.7,22.9,86.7,9.8,83.5,12.0,0.99,4.7,7.7,9.687525651328215,2
Russia,2020,Europe,21031.3,5.26,91.5,83.9,12.0,67.6,6.9,59.3,23.4,0.8,11.0,6.3,9.953767083238874,1
Russia,2015,Europe,2457.82,4.65,100.0,81.0,51.5,71.3,8.7,41.5,28.6,1.06,15.5,5.1,7.807030057176002,1
Mexico,2023,North America,9202.61,4.29,100.0,71.3,36.9,86.0,9.6,47.0,19.3,0.98,7.0,7.9,9.127242418455303,0
South Africa,2021,Africa,18085.02,3.24,93.0,66.7,37.8,79.6,10.0,82.1,10.0,1.05,5.6,6.9,9.802839250274445,2
India,2018,South Asia,7828.24,6.29,99.6,80.7,46.9,77.5,8.3,75.0,16.2,1.14,6.0,7.0,8.965492987218186,1
Kenya,2015,Africa,20794.0,3.44,95.3,85.5,49.3,81.7,8.5,55.3,27.2,0.97,7.2,5.1,9.942419762537915,1
Mexico,2019,North America,20644.39,4.73,90.0,65.3,5.0,76.7,11.1,86.5,23.4,1.06,6.6,7.5,9.93519889077783,1
South Korea,2016,East Asia,17290.23,7.21,94.5,88.4,48.1,92.4,5.5,78.6,19.4,0.96,2.6,6.0,9.757896881075846,2
Mexico,2016,North America,15268.41,2.55,87.6,79.9,48.1,86.9,11.8,58.3,19.7,0.91,2.3,9.7,9.633541267054479,2
Egypt,2018,Africa,13050.39,2.41,95.8,74.0,30.9,80.9,10.3,76.4,22.0,0.99,6.5,7.9,9.476573297361762,1
Argentina,2020,South America,18707.56,4.61,94.8,78.5,28.0,93.2,7.3,51.8,23.1,0.89,2.3,6.1,9.836682999219182,2
Saudi Arabia,2021,Middle East,1428.33,2.55,98.8,73.0,54.3,73.0,9.3,68.0,14.1,1.1,8.5,2.8,7.26426120863876,1
Brazil,2024,South America,14698.07,5.08,92.0,60.2,39.2,100.0,8.7,91.4,16.2,1.02,9.3,6.0,9.595471471630203,0
China,2018,East Asia,12618.11,5.59,100.0,78.0,27.3,83.1,14.5,62.7,17.0,0.89,1.5,6.7,9.442888362597621,2
South Africa,2015,Africa,9237.14,3.9,94.9,63.3,37.0,89.8,8.4,93.8,15.8,1.03,9.5,5.8,9.130987592913824,0
Argentina,2020,South America,13492.19,2.36,100.0,73.3,43.1,91.7,8.2,56.0,26.7,0.89,13.4,4.5,9.509866278501596,0
Russia,2019,Europe,5563.86,4.7,100.0,55.9,32.9,89.8,9.6,67.6,16.4,0.94,6.6,3.7,8.624047390972638,0
Saudi Arabia,2023,Middle East,14642.51,3.92,92.6,78.2,7.7,82.7,14.1,38.3,26.4,1.01,5.2,3.4,9.59168422090719,2
Brazil,2020,South America,16117.46,6.68,93.1,74.2,50.2,88.4,6.4,62.0,27.6,1.0,1.0,6.8,9.687658435407227,2
Kenya,2019,Africa,2412.35,2.0,86.6,84.8,24.0,75.9,9.4,47.1,20.5,0.98,3.4,5.0,7.7883566551143195,0
Argentina,2019,South America,18542.03,4.56,94.6,94.4,46.0,93.5,9.2,64.4,17.8,1.08,6.7,6.4,9.82779532611406,2
Turkey,2016,Europe,16284.89,4.47,100.0,68.3,24.9,91.9,8.3,54.2,14.6,1.05,8.5,5.4,9.697992963005298,2
China,2021,East Asia,20718.53,2.0,91.5,73.3,17.4,67.5,8.9,73.9,26.4,0.95,9.2,7.3,9.93878374791069,1
Canada,2019,North America,24748.87,3.97,86.0,75.7,19.8,77.8,8.9,53.2,20.7,1.07,5.9,6.8,10.116535110388886,1
China,2017,East Asia,15118.53,5.9,94.1,74.2,29.4,83.4,7.9,42.3,23.9,0.89,6.0,8.0,9.623676422784916,2
Egypt,2017,Africa,1178.39,5.74,92.0,64.5,11.1,98.1,7.2,74.9,15.0,1.13,13.6,2.6,7.071904379029589,0
Japan,2018,East Asia,6321.95,5.66,97.6,82.8,26.4,100.0,9.7,35.7,18.7,0.88,11.8,4.7,8.751782983854696,0
France,2022,Europe,18939.87,3.79,91.9,55.9,44.0,98.0,7.7,29.1,24.0,0.84,10.7,4.2,9.849024502936155,2
China,2024,East Asia,6173.66,4.87,89.8,67.9,40.3,60.7,12.8,60.9,13.5,0.9,10.0,7.2,8.72804713389881,1
Nigeria,2021,Africa,15094.25,3.48,96.5,79.3,45.4,96.3,8.1,57.7,16.9,0.99,9.1,2.7,9.622069155580315,0
France,2022,Europe,23874.97,2.79,93.5,87.4,39.9,88.4,7.1,39.1,24.7,0.94,5.5,7.9,10.08058590880364,2
Germany,2016,Europe,6600.69,4.9,95.2,75.0,27.2,79.2,7.3,69.7,16.7,1.1,6.3,3.9,8.794929468004566,1
France,2023,Europe,13097.49,3.88,100.0,71.3,30.9,99.1,10.5,93.3,26.3,0.91,10.0,9.1,9.480175887777598,0
Nigeria,2020,Africa,16262.51,5.98,99.8,72.0,22.4,81.5,6.2,86.9,18.6,1.13,3.3,8.2,9.696617737732177,2
Mexico,2022,North America,11040.95,2.57,100.0,86.1,38.2,85.3,10.4,63.9,16.0,0.96,12.9,10.0,9.309366366853572,1
Japan,2024,East Asia,27501.35,5.22,93.3,67.0,24.0,79.5,13.8,96.1,23.7,0.9,9.7,5.5,10.221990373358834,1
United States,2016,North America,-2224.08,4.93,90.8,66.9,31.2,80.0,9.4,58.4,10.6,1.15,4.0,4.1,,0
Mexico,2020,North America,12371.57,4.34,100.0,77.7,43.5,87.7,10.0,66.2,10.3,0.98,10.5,10.0,9.42315637730054,0
Germany,2023,Europe,5365.53,5.13,92.1,95.5,14.7,91.2,6.7,53.6,19.8,1.11,3.8,7.3,8.587750438629158,0
France,2018,Europe,15150.22,4.91,99.8,62.2,47.2,79.3,11.7,66.7,19.0,0.94,9.5,8.5,9.625770332284224,1
Australia,2018,Oceania,10737.19,2.8,98.5,60.5,15.4,74.4,8.7,33.3,10.3,0.89,8.9,3.5,9.281468695095764,1
Indonesia,2019,Southeast Asia,12277.84,7.42,94.8,78.4,20.8,100.0,8.4,55.4,26.6,0.98,7.1,5.4,9.415551290464187,0
Japan,2019,East Asia,12801.34,5.06,97.8,68.6,23.5,78.9,6.7,28.2,21.5,1.09,9.6,1.2,9.457305131928354,1
Japan,2023,East Asia,13039.48,2.85,95.7,70.8,43.9,84.8,5.7,40.7,20.0,1.01,2.8,2.9,9.47573695738491,2
Argentina,2017,South America,15449.96,2.39,86.7,70.5,27.7,76.2,8.1,60.3,16.4,1.01,5.9,6.3,9.645361693325777,1
Argentina,2022,South America,22025.64,5.76,100.0,83.4,38.6,80.7,8.7,42.4,20.0,1.07,4.8,5.9,9.99996250827097,2
Japan,2015,East Asia,9581.1,4.81,92.3,67.6,24.8,90.0,9.3,51.4,21.3,0.96,10.4,4.1,9.167547686920274,0
Canada,2016,North America,13504.23,2.39,93.3,58.2,46.2,92.7,11.1,60.6,15.6,0.92,11.6,8.9,9.510758248681217,0
Mexico,2015,North America,15980.44,3.73,100.0,68.1,38.4,98.5,7.8,76.6,22.6,1.0,4.0,4.6,9.679120753359223,2
India,2017,South Asia,17315.61,2.36,95.7,80.4,49.8,71.0,12.1,93.9,22.1,0.9,6.0,5.9,9.759363685785713,1
Mexico,2022,North America,17163.71,4.53,96.4,74.1,39.0,80.4,8.8,48.5,29.6,1.15,8.7,8.7,9.7505525501402,1
United States,2021,North America,21387.69,4.77,87.5,72.4,30.0,73.7,6.5,69.9,21.6,0.88,4.8,8.3,9.970570801854736,1
South Africa,2017,Africa,-3021.57,4.76,94.1,80.1,22.2,85.9,9.8,64.6,20.4,1.03,13.6,10.0,,0
Kenya,2017,Africa,-1113.73,2.0,98.0,76.9,50.9,87.8,9.6,82.6,26.3,0.86,4.6,5.8,,0
Nigeria,2016,Africa,4787.5,4.16,97.2,85.0,60.8,90.8,7.8,57.1,19.6,1.05,8.2,10.0,8.473763633488902,0
South Korea,2019,East Asia,11307.89,5.08,100.0,69.1,37.2,75.6,9.7,44.4,25.2,1.01,4.2,7.7,9.333255991139708,1
Germany,2020,Europe,16437.33,5.93,89.3,78.7,46.6,80.8,7.0,59.2,26.1,1.11,5.7,3.4,9.707310246661317,2
Brazil,2015,South America,11550.56,3.8,97.2,73.9,23.7,96.0,9.8,68.7,11.4,0.8,2.7,5.0,9.354489199623073,2
France,2019,Europe,19610.85,2.0,100.0,76.7,55.4,76.1,10.5,61.7,24.1,0.98,8.4,8.2,9.883838263483039,1
Egypt,2021,Africa,-1209.41,4.86,85.6,82.0,64.3,72.6,9.3,77.6,20.2,1.02,5.8,5.1,,1
Germany,2016,Europe,14306.45,4.56,89.1,74.3,58.5,80.8,7.0,57.0,16.4,0.87,7.4,4.6,9.568465763507048,1
United States,2018,North America,10002.29,4.73,87.3,57.6,45.1,65.7,7.5,24.0,17.6,1.04,7.3,10.0,9.210569345759685,1
Indonesia,2016,Southeast Asia,23695.32,3.1,89.0,100.0,50.9,90.9,9.6,65.5,12.6,1.02,7.2,4.2,10.07303283926935,2
China,2024,East Asia,10691.79,6.77,94.4,95.7,8.9,79.8,6.4,35.8,15.9,1.03,7.8,4.6,9.27723143621295,1
Egypt,2023,Africa,-13822.4,6.72,93.6,63.8,39.1,87.0,8.9,63.0,14.2,1.08,4.0,4.8,,0
Mexico,2015,North America,20190.41,6.31,100.0,85.6,30.1,69.6,12.3,87.4,16.6,1.09,6.0,9.0,9.912963018183412,1
United States,2020,North America,10881.08,7.47,98.9,93.0,28.0,89.1,7.6,76.9,24.5,1.2,8.4,7.4,9.2947807801894,0
India,2021,South Asia,11233.36,5.31,93.1,76.2,37.6,81.5,9.6,52.5,18.1,1.11,7.5,6.7,9.326643201556767,1
China,2022,East Asia,3341.56,5.14,97.7,71.0,66.3,62.1,11.1,74.3,22.7,1.02,8.7,7.7,8.114193042797698,1
Germany,2018,Europe,9192.9,4.95,94.1,64.1,45.8,79.4,6.5,49.2,16.0,1.1,7.5,8.8,9.126186725962754,1
France,2016,Europe,9667.55,5.81,100.0,78.6,47.9,91.9,6.7,71.7,21.5,0.97,4.3,7.4,9.176530195436012,2
India,2016,South Asia,7220.77,7.7,95.6,62.8,27.3,82.2,14.3,42.3,19.4,0.95,8.5,5.0,8.884716874399803,0
Japan,2020,East Asia,5887.55,4.21,93.5,69.1,26.9,96.8,8.9,37.3,17.7,1.01,3.0,9.3,8.680595230857614,0
Kenya,2017,Africa,10940.64,6.65,97.0,54.1,58.0,76.4,7.9,63.1,26.9,1.11,9.7,5.4,9.300239575178937,1
France,2017,Europe,12379.14,5.02,94.3,83.9,47.5,90.9,4.4,62.6,19.5,1.02,4.7,3.4,9.423768076943583,2
China,2016,East Asia,18705.11,3.97,97.9,68.3,56.2,95.0,10.1,55.7,24.3,1.04,7.7,8.1,9.836552027545494,2
Turkey,2024,Europe,26412.29,2.62,89.7,67.2,12.5,84.4,10.7,59.6,17.3,1.11,7.4,6.7,10.181584711111825,2
United States,2024,North America,24233.88,4.32,100.0,70.5,65.0,75.3,10.5,47.1,25.6,0.95,7.9,4.7,10.095506933058486,1
Brazil,2022,South America,22497.8,3.52,100.0,65.0,14.8,94.5,8.3,59.9,18.4,0.87,6.8,8.5,10.021172805634174,2
South Korea,2018,East Asia,23025.1,4.85,100.0,64.4,30.1,89.0,9.2,55.1,14.0,0.8,9.5,6.5,10.044340204219397,2
China,2021,East Asia,22215.99,3.84,91.4,75.1,47.8,82.7,11.1,39.9,19.2,0.99,10.7,6.4,10.008567578860498,1
Saudi Arabia,2022,Middle East,28968.62,2.48,95.6,76.8,44.3,76.9,12.9,60.3,14.6,1.0,6.1,10.0,10.273968454143805,1
South Africa,2016,Africa,12399.55,4.57,94.4,84.5,50.0,55.9,10.8,60.6,13.4,1.09,13.7,7.1,9.425415460612038,1
India,2017,South Asia,23803.43,7.21,90.8,56.4,44.9,82.5,6.8,58.4,23.6,0.99,4.6,5.6,10.077584966922675,2
India,2024,South Asia,14844.19,2.0,94.3,61.6,44.9,69.4,11.5,51.8,17.3,1.03,4.4,6.6,9.605363821882996,1
France,2020,Europe,9143.13,3.66,97.0,63.6,16.0,87.5,9.4,63.4,21.6,1.01,8.8,6.2,9.12075805659118,0
Australia,2020,Oceania,-1058.43,2.0,100.0,75.0,49.3,81.5,9.4,50.9,32.3,1.03,5.4,2.7,,0
China,2018,East Asia,30789.87,4.26,98.7,83.6,28.1,91.7,8.3,40.2,25.8,0.98,8.6,6.8,10.334941018759585,2
Nigeria,2016,Africa,9103.46,2.17,92.1,71.8,22.5,89.3,11.9,86.9,18.3,1.03,8.3,7.2,9.116409840019937,0
Egypt,2023,Africa,-3025.08,7.23,99.6,84.5,53.1,90.3,7.4,57.2,11.7,1.04,6.5,5.9,,0
Saudi Arabia,2024,Middle East,24632.01,3.81,93.7,75.2,7.4,82.3,4.5,48.3,24.3,1.04,5.2,6.1,10.11180209558022,2
Saudi Arabia,2019,Middle East,6400.08,4.5,100.0,93.5,35.8,86.6,7.5,44.0,21.8,0.95,9.7,9.1,8.764065769269639,0
United States,2019,North America,17660.97,4.65,86.6,82.5,17.8,80.8,11.4,80.6,17.7,0.96,4.9,3.6,9.779112399036869,2
South Africa,2023,Africa,-1078.36,2.08,98.4,78.9,43.4,75.5,7.1,61.1,20.3,0.99,6.1,9.4,,0
Saudi Arabia,2023,Middle East,18408.2,7.46,100.0,92.0,18.9,90.9,8.6,26.7,27.5,0.97,3.8,5.2,9.820551496497552,2
South Africa,2021,Africa,-2369.79,3.46,93.9,92.3,25.0,100.0,11.2,67.9,23.7,1.0,10.9,7.1,,0
Kenya,2015,Africa,-9317.33,4.94,98.9,72.1,36.9,78.9,6.7,29.0,12.3,1.07,1.0,4.7,,0
Egypt,2022,Africa,-2125.23,4.08,85.7,79.0,15.9,96.3,8.3,58.1,20.0,1.02,7.1,5.1,,0
France,2016,Europe,17744.39,5.2,91.2,79.3,52.9,92.1,11.4,63.4,15.3,0.92,8.0,7.9,9.783824688609203,2
Egypt,2022,Africa,26287.3,5.97,89.1,67.3,69.2,82.9,9.6,40.8,27.8,1.05,4.7,4.0,10.17684121180322,2
Saudi Arabia,2016,Middle East,17457.63,4.57,99.2,80.5,31.0,79.6,9.2,49.0,19.3,1.0,4.3,7.3,9.767532081348628,2
Turkey,2015,Europe,12036.58,3.24,93.2,77.4,36.2,89.2,11.3,86.1,21.4,0.89,6.2,4.0,9.395705625355927,2
South Korea,2020,East Asia,28574.83,7.48,98.3,83.6,38.8,88.7,6.3,58.5,15.6,1.03,6.8,9.9,10.260281539388972,2
China,2021,East Asia,22333.02,4.93,93.7,91.8,34.6,88.3,9.6,51.9,20.2,0.8,2.4,6.7,10.013821579755827,2
