Country,Year,GDP_per_capita,Literacy_Rate,Cluster
Argentina,1970,23699.28,100.0,2
China,1970,24045.4,85.7,2
Canada,1970,24872.93,77.3,2
China,1970,29484.21,85.5,2
Brazil,1970,9207.99,96.6,2
Brazil,1970,22181.98,78.2,1
France,1970,20632.87,90.2,2
Argentina,1970,17858.46,81.5,1
Kenya,1970,5424.08,86.8,0
South Africa,1970,3421.61,94.3,0
Saudi Arabia,1970,31536.56,84.0,2
Indonesia,1970,20570.32,82.9,2
Egypt,1970,-14571.23,86.9,0
Saudi Arabia,1970,20443.03,87.2,2
Argentina,1970,18446.19,95.5,2
Saudi Arabia,1970,19957.65,92.7,2
Nigeria,1970,-873.79,97.6,0
Japan,1970,13178.17,94.7,2
Saudi Arabia,1970,27144.16,66.3,1
Germany,1970,23979.12,75.7,1
France,1970,18039.39,77.0,1
China,1970,21325.45,85.8,1
United States,1970,13885.69,71.6,1
Turkey,1970,15730.57,92.8,2
Australia,1970,9240.75,77.5,1
Saudi Arabia,1970,11980.64,86.6,0
Brazil,1970,-4926.01,91.8,0
Saudi Arabia,1970,17283.26,72.0,1
Canada,1970,11935.63,84.9,2
Turkey,1970,11816.62,84.1,1
Germany,1970,24707.03,91.6,2
China,1970,15991.93,91.7,2
Russia,1970,15167.1,100.0,2
Australia,1970,12978.93,84.0,2
Australia,1970,17311.4,61.0,1
Canada,1970,18894.18,74.2,1
Australia,1970,-1615.79,82.0,0
Indonesia,1970,1560.81,66.6,1
South Korea,1970,4477.45,99.9,2
Argentina,1970,11782.08,100.0,2
Australia,1970,13364.78,89.4,2
Nigeria,1970,9302.03,96.0,0
Egypt,1970,15438.32,78.8,1
Kenya,1970,-12395.51,100.0,0
Russia,1970,2051.62,78.5,0
Nigeria,1970,4987.97,74.8,1
United States,1970,26941.21,75.2,1
Argentina,1970,12943.66,78.3,1
India,1970,24002.32,84.3,1
United States,1970,19616.35,91.7,2
South Africa,1970,17743.58,81.2,2
Australia,1970,23354.33,72.7,2
India,1970,-844.58,91.9,0
Australia,1970,5778.13,91.9,0
Nigeria,1970,12777.86,69.2,1
Russia,1970,7203.75,84.3,0
Argentina,1970,2741.03,63.6,1
Saudi Arabia,1970,17554.14,87.5,2
France,1970,18176.62,97.8,2
Australia,1970,11608.33,91.6,0
Russia,1970,-2208.42,89.6,0
Brazil,1970,24964.71,87.6,2
Russia,1970,23534.96,89.3,2
Indonesia,1970,30293.19,99.6,2
Kenya,1970,-4733.12,100.0,0
South Korea,1970,24766.87,94.0,2
China,1970,12046.2,89.8,2
Egypt,1970,-1344.9,95.3,0
Brazil,1970,11271.62,95.7,0
South Africa,1970,10033.88,80.5,1
France,1970,32055.87,95.1,2
Russia,1970,15293.0,60.4,1
Canada,1970,3059.23,82.7,0
France,1970,4793.55,77.7,1
Germany,1970,27494.96,89.1,2
Indonesia,1970,15982.06,100.0,2
Australia,1970,12800.12,81.9,1
Germany,1970,14085.35,89.4,2
Egypt,1970,-177.2,100.0,0
Germany,1970,11453.81,80.0,1
Canada,1970,527.75,78.0,0
France,1970,15831.84,74.3,1
Turkey,1970,21441.85,86.1,2
Saudi Arabia,1970,26995.06,86.2,2
Brazil,1970,4583.98,86.8,0
Mexico,1970,13794.07,85.3,1
South Africa,1970,7233.7,95.9,0
Kenya,1970,-6291.93,72.5,0
Canada,1970,10862.27,75.0,1
Turkey,1970,18923.76,74.9,1
Egypt,1970,-2746.97,94.8,0
Brazil,1970,-1690.72,79.7,0
South Korea,1970,11418.61,92.7,0
United States,1970,19363.66,80.7,1
Germany,1970,22508.57,93.5,2
France,1970,7466.51,76.2,1
France,1970,15859.17,84.0,1
Argentina,1970,14309.31,92.0,0
Turkey,1970,22086.73,88.5,2
Germany,1970,25137.35,100.0,2
Russia,1970,-4084.43,89.1,0
Russia,1970,10412.63,94.0,0
South Korea,1970,7454.31,99.6,0
Nigeria,1970,-4057.42,100.0,0
Saudi Arabia,1970,21626.7,81.8,1
Mexico,1970,20059.2,71.3,1
Argentina,1970,19056.67,64.4,1
Nigeria,1970,-3986.97,81.5,0
Australia,1970,23086.62,85.2,2
India,1970,15514.91,69.5,1
Germany,1970,12374.82,88.6,2
Kenya,1970,-1409.85,82.9,0
India,1970,26301.34,82.9,1
Nigeria,1970,5231.7,78.2,1
Argentina,1970,23746.47,69.8,1
Mexico,1970,9318.23,85.5,0
Argentina,1970,13485.6,80.0,2
Egypt,1970,3009.4,94.5,0
Mexico,1970,14327.48,71.3,1
Argentina,1970,28777.86,84.4,2
Indonesia,1970,17862.6,76.6,1
Nigeria,1970,-170.13,81.2,0
France,1970,19990.93,73.4,1
Egypt,1970,15813.55,84.0,2
Australia,1970,12363.86,75.2,1
Turkey,1970,20447.09,92.1,2
United States,1970,21486.24,81.1,1
Egypt,1970,3536.63,78.3,0
Germany,1970,15297.0,96.3,2
Japan,1970,13311.09,86.5,2
Russia,1970,6672.41,73.8,1
Indonesia,1970,18205.13,80.3,1
South Korea,1970,3743.86,79.2,0
Argentina,1970,26367.66,77.8,1
Brazil,1970,10067.62,86.3,2
Indonesia,1970,10220.98,94.2,0
Egypt,1970,1105.5,76.6,0
Nigeria,1970,-4410.37,83.2,0
Egypt,1970,1430.68,76.9,1
Egypt,1970,-1754.55,90.8,0
South Korea,1970,-874.39,76.9,0
India,1970,-2858.25,70.9,1
Germany,1970,14564.3,100.0,0
Saudi Arabia,1970,20981.04,83.2,1
Russia,1970,2674.64,83.0,0
Indonesia,1970,1142.51,93.1,0
Saudi Arabia,1970,30391.64,77.3,2
Indonesia,1970,16004.1,90.7,2
Nigeria,1970,7170.71,81.7,2
Brazil,1970,20348.88,100.0,2
Nigeria,1970,-1904.15,94.5,0
Egypt,1970,4164.48,87.8,0
China,1970,15811.12,89.4,2
Turkey,1970,18136.45,97.6,2
Indonesia,1970,29583.38,90.8,2
Canada,1970,11384.13,83.8,2
South Korea,1970,21817.07,90.9,2
Brazil,1970,10081.48,77.2,1
India,1970,30554.64,97.9,2
Mexico,1970,11208.54,83.9,1
United States,1970,26436.89,88.4,2
South Africa,1970,11434.27,95.1,2
Argentina,1970,14685.63,87.5,2
Japan,1970,13371.82,87.6,0
Saudi Arabia,1970,13267.03,95.7,0
Brazil,1970,11525.03,82.9,1
Nigeria,1970,6695.0,74.6,1
Nigeria,1970,-223.42,92.1,0
Saudi Arabia,1970,4608.41,94.4,0
South Korea,1970,13942.14,92.2,2
Indonesia,1970,1385.35,80.1,0
South Africa,1970,1560.48,80.4,0
South Korea,1970,9664.65,72.6,1
France,1970,12642.59,81.5,2
Mexico,1970,19656.65,71.2,1
Argentina,1970,8661.61,79.2,1
Argentina,1970,5372.19,98.0,0
India,1970,10594.92,88.2,0
Egypt,1970,379.98,76.2,0
Australia,1970,13771.94,83.0,2
South Africa,1970,5731.88,86.7,0
China,1970,13639.33,68.5,1
United States,1970,-517.17,72.9,1
Australia,1970,16464.56,66.6,1
China,1970,10737.24,61.1,1
Russia,1970,3125.39,95.3,0
Indonesia,1970,13203.5,82.1,1
Nigeria,1970,433.66,91.5,0
Argentina,1970,8432.79,79.1,1
France,1970,9224.42,77.5,1
Brazil,1970,15813.83,90.2,0
South Africa,1970,-10157.69,75.8,0
Indonesia,1970,20971.98,87.3,2
Mexico,1970,11555.3,99.7,0
Nigeria,1970,3825.45,96.1,0
South Korea,1970,20338.1,83.8,2
Russia,1970,17194.27,95.2,2
South Korea,1970,22167.64,75.1,1
Australia,1970,6617.61,80.0,1
South Korea,1970,12620.29,85.9,0
South Africa,1970,1153.32,77.9,0
Argentina,1970,20292.12,86.6,2
Brazil,1970,13509.17,63.9,1
South Korea,1970,14834.8,77.8,1
Turkey,1970,13333.07,81.9,1
Mexico,1970,8359.39,77.8,1
France,1970,22777.5,92.9,2
Kenya,1970,8795.9,97.2,0
China,1970,10169.93,100.0,2
Japan,1970,26665.54,87.3,2
Saudi Arabia,1970,21054.69,79.0,1
France,1970,29432.03,88.3,2
Germany,1970,19423.83,78.9,1
Japan,1970,14181.5,63.6,1
Japan,1970,14874.09,67.5,1
Kenya,1970,1205.47,78.9,0
Saudi Arabia,1970,14867.73,86.7,1
Nigeria,1970,22335.67,100.0,2
South Korea,1970,3510.3,92.9,0
Turkey,1970,16514.41,87.6,2
Australia,1970,666.09,84.7,0
Brazil,1970,12390.83,73.6,1
China,1970,24455.97,85.2,2
Nigeria,1970,-1666.21,62.4,1
South Africa,1970,13995.35,80.0,1
France,1970,11756.82,74.0,1
India,1970,10145.23,85.9,0
Indonesia,1970,32905.06,86.3,2
Canada,1970,15109.35,89.0,2
France,1970,13818.84,99.3,0
Germany,1970,28529.39,88.0,2
Nigeria,1970,-1330.66,79.0,0
China,1970,22695.67,77.6,1
France,1970,-5340.15,66.1,1
Egypt,1970,-7893.8,85.9,0
Kenya,1970,9931.32,85.7,0
China,1970,7371.37,80.0,1
Turkey,1970,7966.97,84.7,0
United States,1970,13959.53,79.3,2
South Korea,1970,17871.03,95.5,0
Indonesia,1970,1139.45,94.7,0
Russia,1970,7121.98,74.2,1
Russia,1970,23646.97,100.0,2
China,1970,10204.89,59.4,1
Brazil,1970,16633.58,95.7,2
Saudi Arabia,1970,9150.2,86.5,2
Argentina,1970,26874.57,97.4,2
Turkey,1970,15530.2,70.5,1
Kenya,1970,-10897.13,87.0,0
Indonesia,1970,28359.94,94.9,2
Egypt,1970,2297.25,64.4,1
Mexico,1970,7170.9,73.6,1
South Korea,1970,20790.56,76.0,1
Nigeria,1970,10074.73,87.7,2
Kenya,1970,-1129.87,82.0,0
United States,1970,11114.11,79.0,1
China,1970,15737.39,83.7,2
Kenya,1970,1689.11,90.0,0
Russia,1970,32367.5,72.0,1
Indonesia,1970,18353.74,94.6,2
Kenya,1970,7113.48,89.8,0
Australia,1970,8055.75,89.6,0
Saudi Arabia,1970,12101.5,86.9,2
United States,1970,13911.66,71.8,1
South Korea,1970,7804.7,84.4,2
Australia,1970,21014.88,90.6,2
Australia,1970,6675.11,77.8,1
Egypt,1970,836.13,84.6,0
France,1970,8074.09,76.1,1
Egypt,1970,10505.6,77.2,1
Germany,1970,10050.18,70.8,1
Egypt,1970,10589.64,70.8,1
Saudi Arabia,1970,23716.96,76.2,1
Kenya,1970,2116.78,77.8,0
Nigeria,1970,18258.36,73.4,1
South Africa,1970,-5458.79,85.3,0
Brazil,1970,31599.38,81.4,1
Kenya,1970,-3691.32,99.1,0
Mexico,1970,10287.75,71.3,1
Mexico,1970,32625.97,94.4,2
Saudi Arabia,1970,7632.81,67.3,1
South Africa,1970,-7875.4,95.9,0
United States,1970,11772.72,82.3,1
Canada,1970,514.23,78.4,0
United States,1970,18890.73,80.0,1
India,1970,1328.06,83.2,0
Nigeria,1970,13216.18,100.0,0
Mexico,1970,43819.32,83.9,2
Egypt,1970,8609.87,74.5,1
China,1970,9835.84,70.9,1
Indonesia,1970,18855.72,82.4,2
Japan,1970,12159.74,98.2,2
Kenya,1970,4121.05,89.8,0
South Korea,1970,4899.87,80.3,2
Canada,1970,32869.78,89.1,2
Germany,1970,12379.25,99.5,0
Canada,1970,2002.94,81.3,0
France,1970,14815.84,91.2,0
Russia,1970,15571.29,78.9,1
Brazil,1970,16585.8,77.4,1
Nigeria,1970,11468.54,91.8,2
United States,1970,-358.96,71.9,1
Egypt,1970,-154.76,76.7,0
Mexico,1970,3631.33,64.3,1
Canada,1970,27341.99,70.5,1
Mexico,1970,18178.77,83.2,1
Turkey,1970,19559.52,82.6,1
Indonesia,1970,15474.77,76.3,1
Kenya,1970,-5721.69,81.9,0
Brazil,1970,11125.07,80.6,1
Russia,1970,13121.91,77.2,1
India,1970,3276.07,95.9,0
Indonesia,1970,5748.51,94.9,0
South Africa,1970,-1277.46,89.6,0
Canada,1970,25290.55,93.8,2
India,1970,4884.06,91.8,0
Australia,1970,9068.58,85.6,0
United States,1970,8461.89,100.0,2
Nigeria,1970,11907.7,89.1,2
India,1970,4258.87,70.2,1
Egypt,1970,16464.79,82.7,1
Canada,1970,14916.1,81.6,1
Indonesia,1970,5301.62,94.7,0
China,1970,20205.17,82.0,1
Germany,1970,8221.9,90.4,0
Brazil,1970,27099.99,95.8,2
Germany,1970,8920.04,100.0,0
Japan,1970,11466.96,100.0,2
Canada,1970,21988.83,74.9,1
China,1970,10175.09,84.2,2
India,1970,22627.61,92.5,2
Indonesia,1970,30655.23,65.7,1
Japan,1970,16053.73,77.6,1
South Korea,1970,16078.88,88.5,0
South Africa,1970,-1066.78,78.4,0
France,1970,7746.94,84.0,0
China,1970,20542.98,90.9,2
Canada,1970,13929.37,76.7,2
Mexico,1970,22461.47,59.0,1
Kenya,1970,-2094.33,94.4,0
Indonesia,1970,10093.62,93.4,0
Argentina,1970,17350.12,68.6,1
Russia,1970,16153.9,75.7,1
Japan,1970,19244.57,85.9,2
Nigeria,1970,-6493.33,88.0,0
Russia,1970,14404.89,88.2,2
Germany,1970,19316.9,80.0,1
China,1970,7835.98,95.8,0
Kenya,1970,4982.37,81.5,0
Russia,1970,21630.28,70.9,1
Mexico,1970,12054.8,78.8,2
Turkey,1970,24861.09,100.0,2
Brazil,1970,22505.26,87.3,2
Saudi Arabia,1970,14433.76,94.3,2
Saudi Arabia,1970,5813.11,89.6,0
Japan,1970,8794.43,76.1,1
Russia,1970,6142.41,75.4,1
South Africa,1970,13702.83,64.0,1
Indonesia,1970,5425.65,94.6,0
China,1970,16789.44,97.5,0
Kenya,1970,-10374.27,95.8,0
Australia,1970,19319.34,94.1,2
India,1970,-3855.49,66.9,1
Turkey,1970,14927.45,70.9,2
Canada,1970,7288.89,79.1,1
Brazil,1970,-406.92,82.3,0
South Africa,1970,6918.14,72.5,1
Indonesia,1970,13954.36,97.0,0
India,1970,3421.3,66.3,1
Argentina,1970,5974.15,80.3,0
Indonesia,1970,12134.57,93.7,2
Saudi Arabia,1970,10829.62,86.1,1
Nigeria,1970,15660.12,91.1,2
South Korea,1970,19003.93,80.1,1
Saudi Arabia,1970,14266.95,74.7,1
United States,1970,22702.49,90.9,2
Indonesia,1970,16214.78,75.1,1
Mexico,1970,7301.39,67.3,1
South Korea,1970,29233.37,95.6,2
Australia,1970,31487.77,88.8,2
Canada,1970,5830.93,69.8,1
Nigeria,1970,-5559.5,80.6,0
Canada,1970,6979.56,89.3,0
Kenya,1970,6796.38,95.3,0
South Africa,1970,3343.74,93.0,0
India,1970,13857.83,83.2,2
Egypt,1970,-266.93,80.5,0
France,1970,16140.0,98.4,2
South Africa,1970,12488.28,100.0,0
Egypt,1970,378.72,92.2,0
Brazil,1970,23877.31,85.1,2
Russia,1970,18442.08,91.2,2
India,1970,9758.81,95.0,2
South Korea,1970,12954.05,93.4,0
Australia,1970,7159.77,82.7,2
Brazil,1970,-7153.41,100.0,0
Russia,1970,26233.02,97.3,2
Turkey,1970,14060.35,71.0,1
Brazil,1970,5092.82,85.8,0
Saudi Arabia,1970,21291.44,73.3,1
South Korea,1970,17189.92,78.4,1
Russia,1970,11215.8,88.4,2
South Korea,1970,-306.18,94.2,0
Australia,1970,28978.01,99.1,2
Saudi Arabia,1970,19778.77,87.8,2
Argentina,1970,11177.27,100.0,0
South Africa,1970,4026.43,99.4,0
Russia,1970,5947.59,88.1,0
South Korea,1970,10077.22,87.7,2
Mexico,1970,14690.68,98.1,0
United States,1970,16497.68,88.9,2
Kenya,1970,16495.52,80.8,2
United States,1970,22224.17,98.9,2
China,1970,8228.36,88.4,0
United States,1970,12579.36,76.7,1
Egypt,1970,5763.06,84.6,0
Japan,1970,18455.3,74.6,1
Nigeria,1970,143.24,82.8,0
Turkey,1970,23362.06,94.6,2
Argentina,1970,24600.45,83.4,2
China,1970,6195.02,85.5,0
Canada,1970,35172.2,94.6,2
South Korea,1970,14784.67,89.4,0
China,1970,26816.18,84.6,2
South Korea,1970,2018.2,72.6,1
Egypt,1970,804.06,73.8,1
Nigeria,1970,-11300.89,75.4,0
Germany,1970,3665.71,98.7,0
France,1970,18174.15,83.8,2
South Africa,1970,11446.89,100.0,0
Japan,1970,23676.94,100.0,2
Brazil,1970,15017.37,92.8,2
Argentina,1970,12096.55,96.0,0
Saudi Arabia,1970,22535.78,81.0,2
Canada,1970,8004.74,84.4,0
France,1970,9825.43,78.0,1
Canada,1970,6344.77,83.0,0
South Korea,1970,11239.89,73.6,1
Australia,1970,-48.3,74.8,0
Egypt,1970,24914.96,77.1,1
United States,1970,15309.53,77.5,1
Canada,1970,3709.95,76.4,1
Turkey,1970,14760.27,92.0,0
Japan,1970,20069.11,95.0,2
Argentina,1970,9491.96,63.3,1
Japan,1970,11149.74,74.5,2
Egypt,1970,10948.49,74.6,1
Canada,1970,26879.17,88.4,2
Mexico,1970,21043.79,82.3,2
Argentina,1970,13452.75,81.3,1
Germany,1970,18144.18,91.6,2
Australia,1970,17725.29,74.9,1
France,1970,15050.76,68.4,1
China,1970,11508.99,79.1,1
Germany,1970,-4489.83,94.8,0
Argentina,1970,8722.16,88.8,0
Russia,1970,13228.58,92.3,0
Nigeria,1970,2938.21,76.9,0
France,1970,5234.12,100.0,0
Australia,1970,9405.87,69.9,1
China,1970,17634.15,87.8,2
Russia,1970,15160.99,92.4,2
Indonesia,1970,4631.61,61.4,1
Argentina,1970,-5073.48,52.5,1
Russia,1970,17421.24,100.0,2
Turkey,1970,30882.15,85.5,2
Egypt,1970,-252.88,92.1,0
Nigeria,1970,17268.07,76.0,2
Japan,1970,22231.63,76.8,1
Germany,1970,6466.2,80.8,0
Australia,1970,13948.01,96.5,0
South Korea,1970,24918.67,73.0,1
South Africa,1970,950.99,71.3,1
South Korea,1970,15813.32,87.6,1
United States,1970,13986.09,95.7,2
Brazil,1970,7561.99,77.5,1
Saudi Arabia,1970,21805.07,93.1,2
Saudi Arabia,1970,15290.71,100.0,0
Mexico,1970,20939.28,88.0,2
Egypt,1970,-2653.33,97.1,0
South Korea,1970,10583.45,87.6,2
Germany,1970,5340.36,100.0,0
Canada,1970,8696.39,90.5,0
Saudi Arabia,1970,-3413.88,69.3,1
Kenya,1970,-4058.4,74.1,0
Japan,1970,-1083.46,100.0,0
Kenya,1970,3382.99,88.5,0
Indonesia,1970,31548.38,98.6,2
Japan,1970,8504.87,86.6,2
Russia,1970,23341.19,90.3,2
South Africa,1970,1114.24,69.0,1
Turkey,1970,13344.65,91.5,2
Russia,1970,28527.77,84.8,2
Saudi Arabia,1970,7575.22,99.3,0
United States,1970,17979.53,100.0,2
Argentina,1970,23576.79,89.6,2
Canada,1970,26832.93,85.3,2
Brazil,1970,-1007.55,83.8,0
Kenya,1970,32.96,74.8,0
Saudi Arabia,1970,21005.11,75.5,1
Canada,1970,12404.52,80.3,1
United States,1970,14762.89,77.7,1
France,1970,15887.42,85.1,2
South Korea,1970,9762.7,70.9,1
United States,1970,9661.17,84.7,2
France,1970,14562.9,85.9,2
France,1970,5572.39,94.9,0
India,1970,15763.54,85.9,1
Indonesia,1970,16946.27,85.7,1
Russia,1970,2926.09,79.9,0
Brazil,1970,25617.43,85.9,2
Turkey,1970,9297.65,83.1,0
Russia,1970,3730.58,78.9,0
Canada,1970,34841.63,72.0,2
Turkey,1970,9912.08,72.3,1
Japan,1970,10734.67,88.4,0
France,1970,4621.22,88.7,0
United States,1970,29831.72,93.9,2
South Korea,1970,156.39,64.6,1
Kenya,1970,-4708.27,76.9,0
Turkey,1970,14269.4,74.2,1
Canada,1970,24510.59,100.0,2
France,1970,15516.75,88.3,0
Russia,1970,6769.31,90.1,2
Egypt,1970,2692.58,100.0,0
Japan,1970,19940.33,94.0,2
China,1970,7838.21,58.9,1
France,1970,23185.06,72.1,1
Saudi Arabia,1970,17043.16,88.7,2
Australia,1970,-3701.37,85.1,0
Argentina,1970,15841.18,80.2,1
Australia,1970,13117.34,97.7,2
Saudi Arabia,1970,7893.49,87.3,0
Mexico,1970,19558.24,73.8,1
China,1970,18579.95,100.0,2
China,1970,16242.48,83.7,1
Russia,1970,1073.12,100.0,0
China,1970,9313.57,77.9,1
Turkey,1970,18311.89,72.1,1
Australia,1970,8196.85,100.0,0
Argentina,1970,15223.66,80.7,1
Japan,1970,21665.28,80.6,1
Russia,1970,3392.53,91.4,0
India,1970,7025.44,81.1,1
Japan,1970,2044.38,85.5,0
United States,1970,19064.92,86.1,2
Australia,1970,23133.81,70.6,1
Kenya,1970,-7069.67,83.4,0
Nigeria,1970,-4936.02,91.1,0
South Africa,1970,159.54,79.8,0
China,1970,19363.7,100.0,2
United States,1970,14650.02,89.6,0
Saudi Arabia,1970,19532.77,81.4,2
Saudi Arabia,1970,15791.37,82.7,2
Saudi Arabia,1970,16547.89,71.3,1
Saudi Arabia,1970,-2540.55,81.9,0
Egypt,1970,3810.94,97.5,0
South Korea,1970,7877.67,99.5,0
Indonesia,1970,15919.52,100.0,2
Turkey,1970,24833.04,96.3,2
Indonesia,1970,31662.76,78.8,2
Brazil,1970,13166.33,91.0,2
Indonesia,1970,8728.12,93.0,0
China,1970,23479.67,72.7,1
South Africa,1970,5504.47,93.1,0
Canada,1970,3445.67,82.2,0
United States,1970,13990.59,89.1,2
Australia,1970,473.23,78.4,0
South Africa,1970,-12277.11,74.0,0
Germany,1970,11440.7,80.5,2
Mexico,1970,4151.45,100.0,0
Indonesia,1970,14703.21,68.5,1
Mexico,1970,319.05,96.9,0
Australia,1970,12076.55,87.4,0
Canada,1970,4300.46,100.0,0
France,1970,19080.22,83.5,2
France,1970,2115.06,90.6,0
Argentina,1970,18131.47,76.6,1
Russia,1970,24789.66,95.0,2
Canada,1970,12325.91,78.4,1
India,1970,11968.18,82.7,1
Mexico,1970,9952.95,71.8,1
Egypt,1970,-5811.5,81.9,0
Russia,1970,14000.72,69.3,1
Canada,1970,5495.85,83.0,0
France,1970,12142.01,61.2,1
Canada,1970,34717.62,78.6,1
Kenya,1970,7522.16,86.5,0
France,1970,21843.42,83.7,2
Kenya,1970,-890.51,78.1,0
Brazil,1970,28002.72,77.8,1
Kenya,1970,-578.79,85.2,0
Canada,1970,20502.79,82.5,1
China,1970,24312.91,97.1,2
Mexico,1970,1731.35,82.6,0
Turkey,1970,19150.14,77.7,1
Brazil,1970,22673.39,68.1,1
Russia,1970,14609.81,92.0,0
France,1970,9718.73,81.2,1
Japan,1970,22932.1,87.3,2
United States,1970,8028.33,100.0,0
Mexico,1970,4515.9,100.0,0
South Africa,1970,15992.36,97.5,0
Germany,1970,23200.37,100.0,2
Japan,1970,22216.67,68.0,1
India,1970,3494.01,73.6,1
India,1970,9688.79,72.8,1
South Korea,1970,5596.33,80.0,0
Turkey,1970,16271.69,100.0,2
Turkey,1970,23566.6,84.9,2
Brazil,1970,21124.69,99.8,2
Russia,1970,17957.87,81.7,1
Canada,1970,17153.6,88.8,2
Japan,1970,3657.57,96.5,0
China,1970,6315.14,82.7,0
China,1970,3808.63,63.2,1
Canada,1970,22100.11,90.9,2
Kenya,1970,-1103.45,96.2,0
Mexico,1970,3313.3,87.0,0
Brazil,1970,8617.32,87.1,2
China,1970,14545.59,75.3,1
United States,1970,18307.5,83.5,2
Nigeria,1970,-8036.81,92.9,0
Mexico,1970,1543.22,83.7,0
Indonesia,1970,-996.98,97.4,0
United States,1970,16187.33,95.2,0
Indonesia,1970,8379.43,79.1,1
South Africa,1970,3785.95,84.4,0
Indonesia,1970,21046.09,91.6,2
Australia,1970,22230.74,66.7,1
Germany,1970,16715.48,76.5,1
Saudi Arabia,1970,24762.74,77.4,1
Egypt,1970,10146.03,98.6,0
Nigeria,1970,3085.87,86.0,0
Russia,1970,18781.98,98.6,0
Canada,1970,7691.56,89.1,0
China,1970,12286.95,79.8,1
South Korea,1970,18405.08,76.6,1
China,1970,6066.56,91.6,0
Argentina,1970,23324.6,100.0,2
Kenya,1970,8446.6,81.3,1
Germany,1970,11967.48,81.4,1
India,1970,25883.35,77.8,2
Brazil,1970,9515.34,82.6,0
Kenya,1970,9290.82,78.3,2
Saudi Arabia,1970,9013.49,100.0,0
Russia,1970,21463.83,85.9,2
Mexico,1970,21040.59,68.3,1
South Korea,1970,15240.86,82.1,1
Germany,1970,27634.67,74.3,1
Japan,1970,14214.33,81.1,2
France,1970,18883.8,90.0,2
Australia,1970,5139.84,96.7,0
Germany,1970,1682.79,80.3,0
Indonesia,1970,11911.61,65.9,1
India,1970,25474.02,81.9,1
Japan,1970,12376.16,87.7,2
Australia,1970,8681.17,81.4,1
South Africa,1970,-3046.56,87.8,0
Saudi Arabia,1970,13166.9,87.7,2
India,1970,11254.86,82.0,1
Turkey,1970,20689.46,88.8,2
Indonesia,1970,14970.75,100.0,2
Kenya,1970,3954.73,92.6,0
Saudi Arabia,1970,5125.88,85.9,0
Nigeria,1970,-2075.88,94.8,0
Argentina,1970,22222.1,83.7,2
South Korea,1970,18342.58,91.9,2
Saudi Arabia,1970,9446.5,99.2,0
Indonesia,1970,9505.5,74.9,1
Indonesia,1970,17056.39,80.1,1
Brazil,1970,12611.29,89.1,0
Egypt,1970,-5328.59,86.3,0
South Africa,1970,6006.18,86.7,2
India,1970,17038.54,86.5,2
Mexico,1970,17105.1,95.1,2
South Africa,1970,6262.14,91.7,0
Australia,1970,23716.47,85.5,2
Canada,1970,16713.04,97.1,2
South Korea,1970,11063.87,80.1,1
South Africa,1970,6831.53,90.8,0
South Africa,1970,3851.09,93.4,0
Nigeria,1970,17735.18,85.7,2
Kenya,1970,-10657.37,98.1,0
Turkey,1970,22131.91,92.3,2
Japan,1970,17510.74,98.2,0
India,1970,11803.83,85.2,2
Japan,1970,17142.38,80.5,2
Argentina,1970,28287.51,84.6,2
United States,1970,22057.45,95.3,2
South Africa,1970,2432.55,73.0,1
Japan,1970,26268.92,69.7,1
Indonesia,1970,21244.35,71.1,1
China,1970,4435.34,83.7,0
China,1970,21411.4,83.2,2
Russia,1970,17726.53,99.6,2
Mexico,1970,8888.93,81.2,0
Canada,1970,23070.25,85.7,2
Kenya,1970,-8515.73,86.0,0
Japan,1970,33877.84,88.9,2
Russia,1970,-1826.4,74.5,0
South Africa,1970,2007.84,83.3,0
Japan,1970,13141.5,82.7,1
Germany,1970,26034.0,94.3,2
Nigeria,1970,5638.91,85.0,0
Japan,1970,14233.06,99.0,2
Russia,1970,21761.96,74.7,1
Argentina,1970,10918.66,86.7,0
France,1970,9225.29,97.2,2
Saudi Arabia,1970,18385.64,94.1,2
Kenya,1970,12793.34,78.8,1
Canada,1970,20350.41,77.9,2
Australia,1970,17581.61,77.4,2
Indonesia,1970,22218.57,85.6,2
South Korea,1970,15688.21,93.2,2
Kenya,1970,329.84,83.5,0
Turkey,1970,18356.63,87.9,2
Brazil,1970,13321.88,79.2,1
South Korea,1970,5701.6,96.0,0
South Africa,1970,-10900.71,78.6,0
Mexico,1970,16456.77,88.1,2
United States,1970,12636.53,84.3,2
Turkey,1970,13272.35,67.6,1
South Africa,1970,10213.17,62.7,1
Indonesia,1970,-1930.52,82.6,0
Kenya,1970,-6426.74,100.0,0
China,1970,26599.71,79.7,2
Turkey,1970,28535.32,87.9,2
South Africa,1970,-4504.58,89.9,0
Mexico,1970,27066.35,83.4,1
Turkey,1970,14419.39,89.3,2
United States,1970,7710.35,83.1,0
Canada,1970,19744.6,92.1,2
Germany,1970,16261.72,91.0,2
Mexico,1970,13940.77,85.1,2
India,1970,15464.06,90.3,2
Kenya,1970,-4159.17,75.7,0
Argentina,1970,7672.44,76.5,1
South Africa,1970,4951.4,88.8,0
South Africa,1970,-13220.15,82.8,0
Kenya,1970,-207.49,84.7,0
Russia,1970,6955.14,92.7,0
Mexico,1970,12877.37,98.1,0
Nigeria,1970,4258.65,82.3,0
Brazil,1970,10550.02,76.1,1
India,1970,29495.79,79.0,2
Saudi Arabia,1970,948.81,83.9,0
Turkey,1970,12614.61,77.2,1
South Africa,1970,20424.09,100.0,2
